date,starting_time,cinema_name,screening_hall,movie_title,free,sold
20191009,20:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 05,METALLICA & SAN FRANCISCO SYMPHONY: S&M²,152,91
20191013,20:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 05,METALLICA & SAN FRANCISCO SYMPHONY: S&M²,193,50
20191009,20:30,Village ΡΕΝΤΗ,ΑΙΘ 04,METALLICA & SAN FRANCISCO SYMPHONY: S&M²,275,65
20191009,20:30,Village Cosmos ΘΕΣΣ.,ΑΙΘ 08,METALLICA & SAN FRANCISCO SYMPHONY: S&M²,180,35
20191009,20:30,Village ΒΟΛΟΣ,ΑΙΘ 03,METALLICA & SAN FRANCISCO SYMPHONY: S&M²,143,10
20191002,20:15,Village ΑΤ ΤΗΕ MALL,VMax Sphera 7,ROGER WATERS US + THEM - DOLBY ATMOS,589,80
20191002,20:00,Village ΡΕΝΤΗ,ΑΙΘ 04,ROGER WATERS US + THEM - DOLBY ATMOS,329,11
20191002,20:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 05,ROGER WATERS US + THEM - DOLBY ATMOS,236,25
20191002,20:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,ROGER WATERS US + THEM - DOLBY ATMOS,212,13
20190809,18:45,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190809,21:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,113,22
20190809,22:40,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 05,THE KITCHEN,229,14
20190809,23:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190810,18:45,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,125,10
20190810,21:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190810,22:40,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 05,THE KITCHEN,229,14
20190810,23:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,124,11
20190811,18:45,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190811,21:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190811,22:40,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 05,THE KITCHEN,231,12
20190811,23:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190812,18:45,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190812,21:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,126,9
20190812,22:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 05,THE KITCHEN,231,12
20190812,23:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190813,18:45,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190813,21:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190813,22:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 05,THE KITCHEN,231,12
20190813,23:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190814,18:45,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190814,21:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190814,22:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 05,THE KITCHEN,231,12
20190814,23:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 12,THE KITCHEN,127,8
20190809,20:00,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,176,8
20190809,22:20,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,176,8
20190809,23:40,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE KITCHEN,235,10
20190810,20:00,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,174,10
20190810,22:20,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,176,8
20190810,23:40,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE KITCHEN,235,10
20190811,20:00,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,175,9
20190811,22:20,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,176,8
20190811,23:40,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE KITCHEN,235,10
20190812,20:00,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,176,8
20190812,22:20,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,176,8
20190812,23:40,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE KITCHEN,235,10
20190813,20:00,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,176,8
20190813,22:20,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,176,8
20190813,23:40,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE KITCHEN,235,10
20190814,20:00,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,175,9
20190814,22:20,Village ΦΑΛΗΡΟ,ΑΙΘ 04,THE KITCHEN,176,8
20190814,23:40,Village ΦΑΛΗΡΟ,ΑΙΘ 06,THE KITCHEN,235,10
20190809,20:00,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,225,15
20190809,22:20,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190809,23:00,Village ΡΕΝΤΗ,ΑΙΘ 14,THE KITCHEN,243,11
20190809,00:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE KITCHEN,223,11
20190810,20:00,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190810,22:20,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190810,23:00,Village ΡΕΝΤΗ,ΑΙΘ 14,THE KITCHEN,243,11
20190810,00:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE KITCHEN,223,11
20190811,20:00,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190811,22:20,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190811,23:00,Village ΡΕΝΤΗ,ΑΙΘ 14,THE KITCHEN,243,11
20190811,00:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE KITCHEN,223,11
20190812,20:00,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190812,22:20,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190812,23:00,Village ΡΕΝΤΗ,ΑΙΘ 14,THE KITCHEN,243,11
20190812,00:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE KITCHEN,223,11
20190813,20:00,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190813,22:20,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190813,23:00,Village ΡΕΝΤΗ,ΑΙΘ 14,THE KITCHEN,243,11
20190813,00:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE KITCHEN,223,11
20190814,20:00,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190814,22:20,Village ΡΕΝΤΗ,ΑΙΘ 09,THE KITCHEN,229,11
20190814,23:00,Village ΡΕΝΤΗ,ΑΙΘ 14,THE KITCHEN,243,11
20190814,00:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE KITCHEN,223,11
20190809,20:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190809,22:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,187,12
20190809,23:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE KITCHEN,206,11
20190810,20:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190810,22:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190810,23:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE KITCHEN,207,10
20190811,20:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190811,22:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190811,23:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE KITCHEN,207,10
20190812,20:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190812,22:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190812,23:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE KITCHEN,207,10
20190813,20:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190813,22:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190813,23:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE KITCHEN,207,10
20190814,20:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190814,22:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 03,THE KITCHEN,189,10
20190814,23:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE KITCHEN,207,10
20190809,20:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190809,22:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190809,23:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,THE KITCHEN,214,11
20190810,20:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190810,22:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190810,23:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,THE KITCHEN,214,11
20190811,20:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190811,22:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190811,23:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,THE KITCHEN,214,11
20190812,20:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190812,22:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190812,23:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,THE KITCHEN,214,11
20190813,20:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190813,22:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190813,23:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,THE KITCHEN,214,11
20190814,20:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190814,22:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE KITCHEN,221,11
20190814,23:45,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,THE KITCHEN,214,11
20190809,20:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190809,22:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190809,23:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 03,THE KITCHEN,98,7
20190810,20:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190810,22:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190810,23:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 03,THE KITCHEN,98,7
20190811,20:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190811,22:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190811,23:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 03,THE KITCHEN,98,7
20190812,20:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190812,22:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190812,23:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 03,THE KITCHEN,98,7
20190813,20:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190813,22:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190813,23:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 03,THE KITCHEN,98,7
20190814,20:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190814,22:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 05,THE KITCHEN,226,10
20190814,23:30,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 03,THE KITCHEN,98,7
20190809,19:30,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,268,12
20190809,21:45,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190810,19:30,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190810,21:45,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190811,19:30,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190811,21:45,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190812,19:30,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190812,21:45,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190813,19:30,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190813,21:45,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190814,19:30,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190814,21:45,Village ΒΟΛΟΣ,ΑΙΘ 04,THE KITCHEN,269,11
20190809,20:30,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE KITCHEN,199,2
20190809,22:15,Village ΛΑΡΙΣΑ,ΑΙΘ 03,THE KITCHEN,243,2
20190810,20:30,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE KITCHEN,199,2
20190810,22:15,Village ΛΑΡΙΣΑ,ΑΙΘ 03,THE KITCHEN,243,2
20190811,20:30,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE KITCHEN,199,2
20190811,22:15,Village ΛΑΡΙΣΑ,ΑΙΘ 03,THE KITCHEN,243,2
20190812,20:30,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE KITCHEN,199,2
20190812,22:15,Village ΛΑΡΙΣΑ,ΑΙΘ 03,THE KITCHEN,243,2
20190813,20:30,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE KITCHEN,199,2
20190813,22:15,Village ΛΑΡΙΣΑ,ΑΙΘ 03,THE KITCHEN,243,2
20190814,20:30,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE KITCHEN,199,2
20190814,22:15,Village ΛΑΡΙΣΑ,ΑΙΘ 03,THE KITCHEN,243,2
20190809,19:15,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,199,24
20190809,21:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,205,18
20190810,19:15,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,193,30
20190810,21:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,209,14
20190811,19:15,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,195,28
20190811,21:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,206,17
20190809,18:10,Village ΡΕΝΤΗ,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,319,21
20190809,20:30,Village ΡΕΝΤΗ,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,329,11
20190810,18:10,Village ΡΕΝΤΗ,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,319,21
20190810,20:30,Village ΡΕΝΤΗ,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,322,18
20190811,18:10,Village ΡΕΝΤΗ,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,324,16
20190811,20:30,Village ΡΕΝΤΗ,ΑΙΘ 04,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,329,11
20190809,21:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 05,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,239,22
20190810,21:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 05,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,233,28
20190811,21:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 05,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,227,34
20190809,19:15,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,205,20
20190810,19:15,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,209,16
20190811,19:15,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,BRING THE SOUL: THE MOVIE - DOLBY ATMOS,212,13
20190809,23:40,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 03,POLAROID,135,12
20190810,23:40,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 03,POLAROID,139,8
20190811,23:40,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 03,POLAROID,139,8
20190812,23:40,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 03,POLAROID,139,8
20190813,23:40,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 03,POLAROID,139,8
20190814,23:40,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 03,POLAROID,139,8
20190809,22:00,Village ΡΕΝΤΗ,ΑΙΘ 05,POLAROID,209,12
20190810,22:00,Village ΡΕΝΤΗ,ΑΙΘ 05,POLAROID,207,14
20190811,22:00,Village ΡΕΝΤΗ,ΑΙΘ 05,POLAROID,209,12
20190812,22:00,Village ΡΕΝΤΗ,ΑΙΘ 05,POLAROID,209,12
20190813,22:00,Village ΡΕΝΤΗ,ΑΙΘ 05,POLAROID,209,12
20190814,22:00,Village ΡΕΝΤΗ,ΑΙΘ 05,POLAROID,209,12
20190809,23:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,POLAROID,133,9
20190810,23:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,POLAROID,133,9
20190811,23:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,POLAROID,133,9
20190812,23:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,POLAROID,133,9
20190813,23:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,POLAROID,133,9
20190814,23:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,POLAROID,133,9
20190809,18:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),154,11
20190809,19:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 10,THE LION KING (GR),177,13
20190809,20:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),157,8
20190810,15:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),157,8
20190810,16:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 10,THE LION KING (GR),180,10
20190810,18:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),151,14
20190810,19:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 10,THE LION KING (GR),180,10
20190810,20:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),155,10
20190811,18:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),157,8
20190811,19:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 10,THE LION KING (GR),178,12
20190811,20:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),157,8
20190812,18:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),157,8
20190812,19:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 10,THE LION KING (GR),180,10
20190812,19:50,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 02,THE LION KING (GR),246,10
20190812,20:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),157,8
20190813,18:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),157,8
20190813,19:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 10,THE LION KING (GR),180,10
20190813,19:50,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 02,THE LION KING (GR),246,10
20190813,20:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),157,8
