date,starting_time,cinema_name,screening_hall,movie_title,free,sold
20190814,18:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),157,8
20190814,19:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 10,THE LION KING (GR),180,10
20190814,19:50,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 02,THE LION KING (GR),244,12
20190814,20:30,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 09,THE LION KING (GR),157,8
20190809,18:00,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),45,5
20190809,18:30,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190809,19:15,Village ΦΑΛΗΡΟ,ΑΙΘ 05,THE LION KING (GR),167,12
20190809,20:45,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190809,21:00,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190810,18:00,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190810,18:30,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190810,19:15,Village ΦΑΛΗΡΟ,ΑΙΘ 05,THE LION KING (GR),171,8
20190810,20:45,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190810,21:00,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190811,18:00,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190811,18:30,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190811,19:15,Village ΦΑΛΗΡΟ,ΑΙΘ 05,THE LION KING (GR),171,8
20190811,20:45,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190811,21:00,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190812,18:00,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190812,18:30,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190812,19:15,Village ΦΑΛΗΡΟ,ΑΙΘ 05,THE LION KING (GR),171,8
20190812,20:45,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190812,21:00,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190813,18:00,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190813,18:30,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190813,19:15,Village ΦΑΛΗΡΟ,ΑΙΘ 05,THE LION KING (GR),171,8
20190813,20:45,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190813,21:00,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190814,18:00,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190814,18:30,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),233,9
20190814,19:15,Village ΦΑΛΗΡΟ,ΑΙΘ 05,THE LION KING (GR),171,8
20190814,20:45,Village ΦΑΛΗΡΟ,KIDS 03,THE LION KING (GR),48,2
20190814,21:00,Village ΦΑΛΗΡΟ,ΑΙΘ 01,THE LION KING (GR),234,8
20190809,18:00,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),34,9
20190809,18:10,Village ΡΕΝΤΗ,ΑΙΘ 11,THE LION KING (GR),245,10
20190809,18:20,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),43,0
20190809,19:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (GR),223,11
20190809,19:30,Village ΡΕΝΤΗ,ΑΙΘ 05,THE LION KING (GR),209,12
20190809,20:10,Village ΡΕΝΤΗ,ΑΙΘ 14,THE LION KING (GR),241,13
20190809,20:40,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),41,2
20190809,21:00,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),39,4
20190810,18:00,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),43,0
20190810,18:10,Village ΡΕΝΤΗ,ΑΙΘ 11,THE LION KING (GR),245,10
20190810,18:20,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),39,4
20190810,19:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (GR),223,11
20190810,19:30,Village ΡΕΝΤΗ,ΑΙΘ 05,THE LION KING (GR),209,12
20190810,20:10,Village ΡΕΝΤΗ,ΑΙΘ 14,THE LION KING (GR),240,14
20190810,20:40,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),43,0
20190810,21:00,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),43,0
20190811,18:00,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),43,0
20190811,18:10,Village ΡΕΝΤΗ,ΑΙΘ 11,THE LION KING (GR),245,10
20190811,18:20,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),43,0
20190811,19:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (GR),223,11
20190811,19:30,Village ΡΕΝΤΗ,ΑΙΘ 05,THE LION KING (GR),209,12
20190811,20:10,Village ΡΕΝΤΗ,ΑΙΘ 14,THE LION KING (GR),243,11
20190811,20:40,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),43,0
20190811,21:00,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),43,0
20190812,18:00,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),43,0
20190812,18:10,Village ΡΕΝΤΗ,ΑΙΘ 11,THE LION KING (GR),245,10
20190812,18:20,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),43,0
20190812,19:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (GR),223,11
20190812,19:30,Village ΡΕΝΤΗ,ΑΙΘ 08,THE LION KING (GR),317,12
20190812,20:10,Village ΡΕΝΤΗ,ΑΙΘ 14,THE LION KING (GR),243,11
20190812,20:40,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),43,0
20190812,21:00,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),43,0
20190813,18:00,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),43,0
20190813,18:10,Village ΡΕΝΤΗ,ΑΙΘ 11,THE LION KING (GR),245,10
20190813,18:20,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),43,0
20190813,19:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (GR),223,11
20190813,19:30,Village ΡΕΝΤΗ,ΑΙΘ 08,THE LION KING (GR),317,12
20190813,20:10,Village ΡΕΝΤΗ,ΑΙΘ 14,THE LION KING (GR),243,11
20190813,20:40,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),43,0
20190813,21:00,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),41,2
20190814,18:00,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),43,0
20190814,18:10,Village ΡΕΝΤΗ,ΑΙΘ 11,THE LION KING (GR),245,10
20190814,18:20,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),34,9
20190814,19:00,Village ΡΕΝΤΗ,ΑΙΘ 06,THE LION KING (GR),223,11
20190814,19:30,Village ΡΕΝΤΗ,ΑΙΘ 08,THE LION KING (GR),317,12
20190814,20:10,Village ΡΕΝΤΗ,ΑΙΘ 14,THE LION KING (GR),243,11
20190814,20:40,Village ΡΕΝΤΗ,KIDS 01,THE LION KING (GR),32,11
20190814,21:00,Village ΡΕΝΤΗ,KIDS 02,THE LION KING (GR),43,0
20190809,18:00,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),36,9
20190809,18:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (GR),207,10
20190809,19:30,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (GR),369,18
20190809,20:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 01,THE LION KING (GR),109,8
20190809,20:40,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),45,0
20190809,21:00,Village Cosmos ΘΕΣΣ.,ΘΕΡΙΝΟΣ,THE LION KING (GR),251,15
20190810,17:00,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (GR),369,18
20190810,18:00,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),41,4
20190810,18:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (GR),207,10
20190810,19:30,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (GR),369,18
20190810,20:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 01,THE LION KING (GR),109,8
20190810,20:40,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),45,0
20190810,21:00,Village Cosmos ΘΕΣΣ.,ΘΕΡΙΝΟΣ,THE LION KING (GR),256,10
20190811,18:00,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),38,7
20190811,18:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (GR),207,10
20190811,19:30,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (GR),369,18
20190811,20:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 01,THE LION KING (GR),109,8
20190811,20:40,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),45,0
20190811,21:00,Village Cosmos ΘΕΣΣ.,ΘΕΡΙΝΟΣ,THE LION KING (GR),256,10
20190812,18:00,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),45,0
20190812,18:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (GR),207,10
20190812,19:30,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (GR),369,18
20190812,20:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 01,THE LION KING (GR),109,8
20190812,20:40,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),45,0
20190812,21:00,Village Cosmos ΘΕΣΣ.,ΘΕΡΙΝΟΣ,THE LION KING (GR),256,10
20190813,18:00,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),45,0
20190813,18:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (GR),207,10
20190813,19:30,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (GR),369,18
20190813,20:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 01,THE LION KING (GR),109,8
20190813,20:40,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),45,0
20190813,21:00,Village Cosmos ΘΕΣΣ.,ΘΕΡΙΝΟΣ,THE LION KING (GR),256,10
20190814,18:00,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),45,0
20190814,18:20,Village Cosmos ΘΕΣΣ.,ΑΙΘ 07,THE LION KING (GR),207,10
20190814,19:30,Village Cosmos ΘΕΣΣ.,ΑΙΘ 04,THE LION KING (GR),369,18
20190814,20:15,Village Cosmos ΘΕΣΣ.,ΑΙΘ 01,THE LION KING (GR),109,8
20190814,20:40,Village Cosmos ΘΕΣΣ.,KIDS 09,THE LION KING (GR),43,2
20190814,21:00,Village Cosmos ΘΕΣΣ.,ΘΕΡΙΝΟΣ,THE LION KING (GR),256,10
20190809,18:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE LION KING (GR),219,13
20190809,19:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (GR),133,9
20190810,15:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE LION KING (GR),221,11
20190810,16:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 04,THE LION KING (GR),133,9
20190810,17:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (GR),133,9
20190810,18:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE LION KING (GR),221,11
20190810,19:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (GR),133,9
20190811,17:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (GR),133,9
20190811,18:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE LION KING (GR),221,11
20190811,19:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (GR),133,9
20190812,18:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE LION KING (GR),221,11
20190812,19:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,THE LION KING (GR),214,11
20190812,19:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (GR),133,9
20190813,18:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE LION KING (GR),221,11
20190813,19:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,THE LION KING (GR),214,11
20190813,19:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (GR),133,9
20190814,18:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 05,THE LION KING (GR),221,11
20190814,19:00,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 02,THE LION KING (GR),214,11
20190814,19:30,Village ΑΓ. ΔΗΜΗΤΡΙΟΣ,ΑΙΘ 03,THE LION KING (GR),133,9
20190809,19:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (GR),98,7
20190810,18:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 03,THE LION KING (GR),98,7
20190810,19:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (GR),98,7
20190811,18:15,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 03,THE LION KING (GR),98,7
20190811,19:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (GR),98,7
20190812,19:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (GR),98,7
20190813,19:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (GR),98,7
20190814,19:00,Village ΠΑΓΚΡΑΤΙ,ΑΙΘ 02,THE LION KING (GR),98,7
20190809,21:10,Village ΡΕΝΤΗ Θερινό,θΕΡΙΝΟΣ,THE LION KING (GR),314,8
20190810,21:10,Village ΡΕΝΤΗ Θερινό,θΕΡΙΝΟΣ,THE LION KING (GR),314,8
20190811,21:10,Village ΡΕΝΤΗ Θερινό,θΕΡΙΝΟΣ,THE LION KING (GR),314,8
20190812,21:10,Village ΡΕΝΤΗ Θερινό,θΕΡΙΝΟΣ,THE LION KING (GR),314,8
20190813,21:10,Village ΡΕΝΤΗ Θερινό,θΕΡΙΝΟΣ,THE LION KING (GR),314,8
20190814,21:10,Village ΡΕΝΤΗ Θερινό,θΕΡΙΝΟΣ,THE LION KING (GR),312,10
20190809,18:30,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (GR),146,7
20190810,18:30,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (GR),146,7
20190811,18:30,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (GR),146,7
20190812,18:30,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (GR),146,7
20190813,18:30,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (GR),146,7
20190814,18:30,Village ΒΟΛΟΣ,ΑΙΘ 01,THE LION KING (GR),146,7
20190809,18:00,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE LION KING (GR),199,2
20190809,19:15,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (GR),199,2
20190810,18:00,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE LION KING (GR),199,2
20190810,19:15,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (GR),199,2
20190811,18:00,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE LION KING (GR),199,2
20190811,19:15,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (GR),199,2
20190812,18:00,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE LION KING (GR),199,2
20190812,19:15,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (GR),199,2
20190813,18:00,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE LION KING (GR),199,2
20190813,19:15,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (GR),199,2
20190814,18:00,Village ΛΑΡΙΣΑ,ΑΙΘ 01,THE LION KING (GR),199,2
20190814,19:15,Village ΛΑΡΙΣΑ,ΑΙΘ 02,THE LION KING (GR),199,2
20190809,18:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190809,19:15,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,123,10
20190809,21:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,107,17
20190809,22:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,125,8
20190809,23:10,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 02,SPIDER-MAN: FAR FROM HOME,246,10
20190810,15:10,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190810,16:15,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,123,10
20190810,18:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190810,19:15,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,122,11
20190810,21:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190810,22:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,125,8
20190810,23:10,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 02,SPIDER-MAN: FAR FROM HOME,246,10
20190811,18:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190811,19:15,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,125,8
20190811,21:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190811,22:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,125,8
20190811,23:10,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 02,SPIDER-MAN: FAR FROM HOME,246,10
20190812,18:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190812,19:15,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,125,8
20190812,21:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190812,22:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,125,8
20190813,18:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190813,19:15,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,125,8
20190813,21:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190813,22:00,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,125,8
20190814,18:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
20190814,19:15,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 11,SPIDER-MAN: FAR FROM HOME,124,9
20190814,21:20,Village ΑΤ ΤΗΕ MALL,ΑΙΘ 06,SPIDER-MAN: FAR FROM HOME,114,10
